Course;Event;Cod;Gender;Date;Time;Athlete;Country;Meet;City;Nation
LCM;4x200m freestyle;21;Women;30/11/1949;10:37.4;KALAMA, Thelma;USA;AAU Championships;;USA
LCM;4x200m freestyle;21;Women;30/11/1949;10:37.4;KAWAMOTO, Evelyn;USA;AAU Championships;;USA
LCM;4x200m freestyle;21;Women;30/11/1949;10:37.4;KLEINSCHMIDT, Cathie;USA;AAU Championships;;USA
LCM;4x200m freestyle;21;Women;30/11/1949;10:37.4;MURAKAMI, Julia;USA;AAU Championships;;USA
LCM;4x200m freestyle;21;Women;30/11/1952;10:24.9;GILLETT, Mary;USA;AAU Championships;;USA
LCM;4x200m freestyle;21;Women;30/11/1952;10:24.9;FREEMAN, Mary Gray;USA;AAU Championships;;USA
LCM;4x200m freestyle;21;Women;30/11/1952;10:24.9;PETERS, Gail;USA;AAU Championships;;USA
LCM;4x200m freestyle;21;Women;30/11/1952;10:24.9;MANN, Shelley;USA;AAU Championships;;USA
LCM;4x200m freestyle;21;Women;31/03/1954;10:18.7;ASPINALL, Patty;USA;AAU Championships;New Haven, Connecticut;USA
LCM;4x200m freestyle;21;Women;31/03/1954;10:18.7;GREENLAW, Helen;USA;AAU Championships;New Haven, Connecticut;USA
LCM;4x200m freestyle;21;Women;31/03/1954;10:18.7;CAHILL, Marlene;USA;AAU Championships;New Haven, Connecticut;USA
LCM;4x200m freestyle;21;Women;31/03/1954;10:18.7;GREEN, Carolyn;USA;AAU Championships;New Haven, Connecticut;USA
LCM;4x200m freestyle;21;Women;30/11/1954;10:10.3;MANN, Shelley;USA;AAU Championships;;USA
LCM;4x200m freestyle;21;Women;30/11/1954;10:10.3;GILLETT, Mary;USA;AAU Championships;;USA
LCM;4x200m freestyle;21;Women;30/11/1954;10:10.3;GRAY, Susan Douglas;USA;AAU Championships;;USA
LCM;4x200m freestyle;21;Women;30/11/1954;10:10.3;WERNER, Wanda;USA;AAU Championships;;USA
LCM;4x200m freestyle;21;Women;30/11/1955;10:09.8;MANN, Shelley;USA;AAU Championships;;USA
LCM;4x200m freestyle;21;Women;30/11/1955;10:09.8;GRAY, Susan Douglas;USA;AAU Championships;;USA
LCM;4x200m freestyle;21;Women;30/11/1955;10:09.8;GILLETT, Mary;USA;AAU Championships;;USA
LCM;4x200m freestyle;21;Women;30/11/1955;10:09.8;WERNER, Wanda;USA;AAU Championships;;USA
LCM;4x200m freestyle;21;Women;30/06/1964;9:08.8;STICKLES, Terri Lee;USA;AAU Championships;Los Altos, California;USA
LCM;4x200m freestyle;21;Women;30/06/1964;9:08.8;FINNERAN, Sharon;USA;AAU Championships;Los Altos, California;USA
LCM;4x200m freestyle;21;Women;30/06/1964;9:08.8;DE VARONA, Donna;USA;AAU Championships;Los Altos, California;USA
LCM;4x200m freestyle;21;Women;30/06/1964;9:08.8;WATSON, Lillian Debra;USA;AAU Championships;Los Altos, California;USA
LCM;4x200m freestyle;21;Women;15/08/1965;9:00.1;CARETTO, Patricia;USA;AAU Championships;Maumee, Ohio;USA
LCM;4x200m freestyle;21;Women;15/08/1965;9:00.1;PFEIFFER, Dolores;USA;AAU Championships;Maumee, Ohio;USA
LCM;4x200m freestyle;21;Women;15/08/1965;9:00.1;CAMPBELL, Mary;USA;AAU Championships;Maumee, Ohio;USA
LCM;4x200m freestyle;21;Women;15/08/1965;9:00.1;HALLOCK, Jeanne;USA;AAU Championships;Maumee, Ohio;USA
LCM;4x200m freestyle;21;Women;31/07/1966;8:55.4;RYAN, Nancy;USA;AAU Championships;Lincoln, Nebraska;USA
LCM;4x200m freestyle;21;Women;31/07/1966;8:55.4;GUSTAVSON, Linda;USA;AAU Championships;Lincoln, Nebraska;USA
LCM;4x200m freestyle;21;Women;31/07/1966;8:55.4;KOLB, Claudia;USA;AAU Championships;Lincoln, Nebraska;USA
LCM;4x200m freestyle;21;Women;31/07/1966;8:55.4;WATSON, Lillian Debra;USA;AAU Championships;Lincoln, Nebraska;USA
LCM;4x200m freestyle;21;Women;31/07/1967;8:53.0;GUSTAVSON, Linda;USA;AAU Championships;Philadelphia, Pennsylvania;USA
LCM;4x200m freestyle;21;Women;31/07/1967;8:53.0;RYAN, Nancy;USA;AAU Championships;Philadelphia, Pennsylvania;USA
LCM;4x200m freestyle;21;Women;31/07/1967;8:53.0;WATSON, Lillian Debra;USA;AAU Championships;Philadelphia, Pennsylvania;USA
LCM;4x200m freestyle;21;Women;31/07/1967;8:53.0;KOLB, Claudia;USA;AAU Championships;Philadelphia, Pennsylvania;USA
LCM;4x200m freestyle;21;Women;31/03/1968;8:45.2;MEYER, Debbie;USA;AAU Indoor Championships;;USA
LCM;4x200m freestyle;21;Women;31/03/1968;8:45.2;WILLIAMS, Leslie;USA;AAU Indoor Championships;;USA
LCM;4x200m freestyle;21;Women;31/03/1968;8:45.2;KING, Vicky;USA;AAU Indoor Championships;;USA
LCM;4x200m freestyle;21;Women;31/03/1968;8:45.2;PEDERSEN, Susan;USA;AAU Indoor Championships;;USA
LCM;4x200m freestyle;21;Women;31/07/1969;8:42.3;KOSSNER, Evie;USA;AAU Championships;Louisville, Kentucky;USA
LCM;4x200m freestyle;21;Women;31/07/1969;8:42.3;KING, Vicky;USA;AAU Championships;Louisville, Kentucky;USA
LCM;4x200m freestyle;21;Women;31/07/1969;8:42.3;MEYER, Debbie;USA;AAU Championships;Louisville, Kentucky;USA
LCM;4x200m freestyle;21;Women;31/07/1969;8:42.3;PEDERSEN, Susan;USA;AAU Championships;Louisville, Kentucky;USA
LCM;4x200m freestyle;21;Women;31/07/1971;8:35.52;JOHNSON, Linda;USA;AAU Championships;Houston, Texas;USA
LCM;4x200m freestyle;21;Women;31/07/1971;8:35.52;KIDDIE, Linda;USA;AAU Championships;Houston, Texas;USA
LCM;4x200m freestyle;21;Women;31/07/1971;8:35.52;WATT, Roberta;USA;AAU Championships;Houston, Texas;USA
LCM;4x200m freestyle;21;Women;31/07/1971;8:35.52;SIMMONS, Ann;USA;AAU Championships;Houston, Texas;USA
LCM;4x200m freestyle;21;Women;31/07/1974;8:30.23;TOSDAL, Peggy;USA;AAU Championships;Concord, California;USA
LCM;4x200m freestyle;21;Women;31/07/1974;8:30.23;HOWE, Kathy;USA;AAU Championships;Concord, California;USA
LCM;4x200m freestyle;21;Women;31/07/1974;8:30.23;LEE, Valerie;USA;AAU Championships;Concord, California;USA
LCM;4x200m freestyle;21;Women;31/07/1974;8:30.23;BABASHOFF, Shirley;USA;AAU Championships;Concord, California;USA
LCM;4x200m freestyle;21;Women;31/07/1975;8:25.60;TOSDAL, Peggy;USA;AAU Championships;Kansas City, Missouri;USA
LCM;4x200m freestyle;21;Women;31/07/1975;8:25.60;HAMILL, Kelly;USA;AAU Championships;Kansas City, Missouri;USA
LCM;4x200m freestyle;21;Women;31/07/1975;8:25.60;LEE, Valerie;USA;AAU Championships;Kansas City, Missouri;USA
LCM;4x200m freestyle;21;Women;31/07/1975;8:25.60;BABASHOFF, Shirley;USA;AAU Championships;Kansas City, Missouri;USA
LCM;4x200m freestyle;21;Women;14/08/1976;8:21.40;HEDDY, Kathy;USA;AAU Championships;Philadelphia, Pennsylvania;USA
LCM;4x200m freestyle;21;Women;14/08/1976;8:21.40;WALLACE, Ellen;USA;AAU Championships;Philadelphia, Pennsylvania;USA
LCM;4x200m freestyle;21;Women;14/08/1976;8:21.40;MILLER, Kathi;USA;AAU Championships;Philadelphia, Pennsylvania;USA
LCM;4x200m freestyle;21;Women;14/08/1976;8:21.40;BOGLIOLI, Wendy;USA;AAU Championships;Philadelphia, Pennsylvania;USA
LCM;4x200m freestyle;21;Women;31/07/1977;8:20.55;WICKHAM, Tracey;USA;AAU Championships;Mission Viejo, California;USA
LCM;4x200m freestyle;21;Women;31/07/1977;8:20.55;BLACK, Kim;USA;AAU Championships;Mission Viejo, California;USA
LCM;4x200m freestyle;21;Women;31/07/1977;8:20.55;LEE, Valerie;USA;AAU Championships;Mission Viejo, California;USA
LCM;4x200m freestyle;21;Women;31/07/1977;8:20.55;HOOKER, Jennifer;USA;AAU Championships;Mission Viejo, California;USA
LCM;4x200m freestyle;21;Women;31/07/1979;8:17.06;AMEN, Michelle;USA;AAU Championships;Fort Lauderdale, Florida;USA
LCM;4x200m freestyle;21;Women;31/07/1979;8:17.06;BARKER, Florence;USA;AAU Championships;Fort Lauderdale, Florida;USA
LCM;4x200m freestyle;21;Women;31/07/1979;8:17.06;HOOKER, Jennifer;USA;AAU Championships;Fort Lauderdale, Florida;USA
LCM;4x200m freestyle;21;Women;31/07/1979;8:17.06;LINZMEIER, Marybeth;USA;AAU Championships;Fort Lauderdale, Florida;USA
LCM;4x200m freestyle;21;Women;31/03/1980;8:14.76;LINEHAN, Kim;USA;USA Spring Nationals;Austin, Texas;USA
LCM;4x200m freestyle;21;Women;31/03/1980;8:14.76;KAST, Rebecca;USA;USA Spring Nationals;Austin, Texas;USA
LCM;4x200m freestyle;21;Women;31/03/1980;8:14.76;IRISH, Linda;USA;USA Spring Nationals;Austin, Texas;USA
LCM;4x200m freestyle;21;Women;31/03/1980;8:14.76;STERKEL, Jill;USA;USA Spring Nationals;Austin, Texas;USA
LCM;4x200m freestyle;21;Women;31/07/1980;8:13.07;MEAGHER, Mary T;USA;USA Sub-Olympic Meet;;USA
LCM;4x200m freestyle;21;Women;31/07/1980;8:13.07;BUESE, Lisa;USA;USA Sub-Olympic Meet;;USA
LCM;4x200m freestyle;21;Women;31/07/1980;8:13.07;JOHANNINGMAN, Diane;USA;USA Sub-Olympic Meet;;USA
LCM;4x200m freestyle;21;Women;31/07/1980;8:13.07;ELKINS, Stephanie;USA;USA Sub-Olympic Meet;;USA
LCM;4x200m freestyle;21;Women;31/07/1981;8:07.44;LINZMEIER, Marybeth;USA;AAU Championships;Brown Deer, Wisconsin;USA
LCM;4x200m freestyle;21;Women;31/07/1981;8:07.44;HABERNIGG, Sue;USA;AAU Championships;Brown Deer, Wisconsin;USA
LCM;4x200m freestyle;21;Women;31/07/1981;8:07.44;COHEN, Tiffany;USA;AAU Championships;Brown Deer, Wisconsin;USA
LCM;4x200m freestyle;21;Women;31/07/1981;8:07.44;WOODHEAD, Cynthia;USA;AAU Championships;Brown Deer, Wisconsin;USA
LCM;4x200m freestyle;21;Women;22/08/1983;8:02.27;OTTO, Kristin;GDR;European Championships;Roma, Lazio;ITA
LCM;4x200m freestyle;21;Women;22/08/1983;8:02.27;STRAUSS, Astrid;GDR;European Championships;Roma, Lazio;ITA
LCM;4x200m freestyle;21;Women;22/08/1983;8:02.27;SIRCH, Cornelia;GDR;European Championships;Roma, Lazio;ITA
LCM;4x200m freestyle;21;Women;22/08/1983;8:02.27;MEINEKE-HEUKRODT, Birgit;GDR;European Championships;Roma, Lazio;ITA
LCM;4x200m freestyle;21;Women;17/08/1986;7:59.33;STELLMACH, Manuela;GDR;World Championships;Madrid;ESP
LCM;4x200m freestyle;21;Women;17/08/1986;7:59.33;STRAUSS, Astrid;GDR;World Championships;Madrid;ESP
LCM;4x200m freestyle;21;Women;17/08/1986;7:59.33;BERGKNECHT, Nadia;GDR;World Championships;Madrid;ESP
LCM;4x200m freestyle;21;Women;17/08/1986;7:59.33;FRIEDRICH, Heike;GDR;World Championships;Madrid;ESP
LCM;4x200m freestyle;21;Women;18/08/1987;7:55.47;STELLMACH, Manuela;GDR;European Championships;Strasbourg;FRA
LCM;4x200m freestyle;21;Women;18/08/1987;7:55.47;STRAUSS, Astrid;GDR;European Championships;Strasbourg;FRA
LCM;4x200m freestyle;21;Women;18/08/1987;7:55.47;MOHRING, Anke;GDR;European Championships;Strasbourg;FRA
LCM;4x200m freestyle;21;Women;18/08/1987;7:55.47;FRIEDRICH, Heike;GDR;European Championships;Strasbourg;FRA
LCM;4x200m freestyle;21;Women;18/08/2004;7:53.42;COUGHLIN, Natalie;USA;Olympic Games;Athina;GRE
LCM;4x200m freestyle;21;Women;18/08/2004;7:53.42;PIPER, Carly;USA;Olympic Games;Athina;GRE
LCM;4x200m freestyle;21;Women;18/08/2004;7:53.42;VOLLMER, Dana;USA;Olympic Games;Athina;GRE
LCM;4x200m freestyle;21;Women;18/08/2004;7:53.42;SANDENO, Kaitlin;USA;Olympic Games;Athina;GRE
LCM;4x200m freestyle;21;Women;03/08/2006;7:50.82;DALLMANN, Petra;GER;European Championships;Budapest;HUN
LCM;4x200m freestyle;21;Women;03/08/2006;7:50.82;SAMULSKI, Daniela;GER;European Championships;Budapest;HUN
LCM;4x200m freestyle;21;Women;03/08/2006;7:50.82;STEFFEN, Britta;GER;European Championships;Budapest;HUN
LCM;4x200m freestyle;21;Women;03/08/2006;7:50.82;LURZ, Annika;GER;European Championships;Budapest;HUN
LCM;4x200m freestyle;21;Women;29/03/2007;7:50.09;COUGHLIN, Natalie;USA;World Championships;Melbourne, Victoria;AUS
LCM;4x200m freestyle;21;Women;29/03/2007;7:50.09;VOLLMER, Dana;USA;World Championships;Melbourne, Victoria;AUS
LCM;4x200m freestyle;21;Women;29/03/2007;7:50.09;NYMEYER, Lacey;USA;World Championships;Melbourne, Victoria;AUS
LCM;4x200m freestyle;21;Women;29/03/2007;7:50.09;HOFF, Katie;USA;World Championships;Melbourne, Victoria;AUS
LCM;4x200m freestyle;21;Women;14/08/2008;7:44.31;RICE, Stephanie;AUS;Olympic Games;Beijing;CHN
LCM;4x200m freestyle;21;Women;14/08/2008;7:44.31;BARRATT, Bronte;AUS;Olympic Games;Beijing;CHN
LCM;4x200m freestyle;21;Women;14/08/2008;7:44.31;PALMER, Kylie;AUS;Olympic Games;Beijing;CHN
LCM;4x200m freestyle;21;Women;14/08/2008;7:44.31;MACKENZIE, Linda;AUS;Olympic Games;Beijing;CHN
LCM;4x200m freestyle;21;Women;30/07/2009;7:42.08;YANG, Yu;CHN;World Championships;Roma, Lazio;ITA
LCM;4x200m freestyle;21;Women;30/07/2009;7:42.08;ZHU, Qianwei;CHN;World Championships;Roma, Lazio;ITA
LCM;4x200m freestyle;21;Women;30/07/2009;7:42.08;LIU, Jing;CHN;World Championships;Roma, Lazio;ITA
LCM;4x200m freestyle;21;Women;30/07/2009;7:42.08;PANG, Jiaying;CHN;World Championships;Roma, Lazio;ITA
LCM;4x200m freestyle;21;Women;25/07/2019;7:41.50;TITMUS, Ariarne;AUS;World Championships;Gwangju;KOR
LCM;4x200m freestyle;21;Women;25/07/2019;7:41.50;WILSON, Madison;AUS;World Championships;Gwangju;KOR
LCM;4x200m freestyle;21;Women;25/07/2019;7:41.50;THROSSELL, Brianna;AUS;World Championships;Gwangju;KOR
LCM;4x200m freestyle;21;Women;25/07/2019;7:41.50;MCKEON, Emma;AUS;World Championships;Gwangju;KOR
LCM;4x200m freestyle;21;Women;29/07/2021;7:40.33;YANG, Junxuan;CHN;Olympic Games;Tokyo;JPN
LCM;4x200m freestyle;21;Women;29/07/2021;7:40.33;TANG, Muhan;CHN;Olympic Games;Tokyo;JPN
LCM;4x200m freestyle;21;Women;29/07/2021;7:40.33;ZHANG, Yufei;CHN;Olympic Games;Tokyo;JPN
LCM;4x200m freestyle;21;Women;29/07/2021;7:40.33;LI, Bingjie;CHN;Olympic Games;Tokyo;JPN
LCM;4x200m freestyle;21;Women;31/07/2022;7:39.29;WILSON, Madison;AUS;Commonwealth Games;Birmingham;GBR
LCM;4x200m freestyle;21;Women;31/07/2022;7:39.29;MELVERTON, Kiah;AUS;Commonwealth Games;Birmingham;GBR
LCM;4x200m freestyle;21;Women;31/07/2022;7:39.29;O'CALLAGHAN, Mollie;AUS;Commonwealth Games;Birmingham;GBR
LCM;4x200m freestyle;21;Women;31/07/2022;7:39.29;TITMUS, Ariarne;AUS;Commonwealth Games;Birmingham;GBR
LCM;4x200m freestyle;21;Women;23/07/2023;7:37.50;O'CALLAGHAN, Mollie;AUS;World Championships;Fukuoka;JPN
LCM;4x200m freestyle;21;Women;23/07/2023;7:37.50;JACK, Shayna;AUS;World Championships;Fukuoka;JPN
LCM;4x200m freestyle;21;Women;23/07/2023;7:37.50;THROSSELL, Brianna;AUS;World Championships;Fukuoka;JPN
LCM;4x200m freestyle;21;Women;23/07/2023;7:37.50;TITMUS, Ariarne;AUS;World Championships;Fukuoka;JPN
LCM;4x100m medley;23;Women;24/07/1953;5:10.8;HUNYADFI, Magdolna;HUN;;Budapest;HUN
LCM;4x100m medley;23;Women;24/07/1953;5:10.8;KILLERMANN BARTOS, Klara;HUN;;Budapest;HUN
LCM;4x100m medley;23;Women;24/07/1953;5:10.8;SZEKELY, Eva;HUN;;Budapest;HUN
LCM;4x100m medley;23;Women;24/07/1953;5:10.8;GYENGE, Valeria;HUN;;Budapest;HUN
LCM;4x100m medley;23;Women;10/08/1953;5:09.2;HUNYADFI, Magdolna;HUN;;Bucharest;ROU
LCM;4x100m medley;23;Women;10/08/1953;5:09.2;KILLERMANN BARTOS, Klara;HUN;;Bucharest;ROU
LCM;4x100m medley;23;Women;10/08/1953;5:09.2;SZEKELY, Eva;HUN;;Bucharest;ROU
LCM;4x100m medley;23;Women;10/08/1953;5:09.2;GYENGE, Valeria;HUN;;Bucharest;ROU
LCM;4x100m medley;23;Women;03/08/1954;5:07.8;TEMES, Judit;HUN;;Budapest;HUN
LCM;4x100m medley;23;Women;03/08/1954;5:07.8;KILLERMANN BARTOS, Klara;HUN;;Budapest;HUN
LCM;4x100m medley;23;Women;03/08/1954;5:07.8;LITTOMERITZKY, Maria;HUN;;Budapest;HUN
LCM;4x100m medley;23;Women;03/08/1954;5:07.8;SZOKE, Katalin;HUN;;Budapest;HUN
LCM;4x100m medley;23;Women;16/08/1954;5:06.2;ANDRE, Marie-Helene;FRA;;Marseille;FRA
LCM;4x100m medley;23;Women;16/08/1954;5:06.2;DEROMMELEERE, Francoise;FRA;;Marseille;FRA
LCM;4x100m medley;23;Women;16/08/1954;5:06.2;LUSIEN, Odette;FRA;;Marseille;FRA
LCM;4x100m medley;23;Women;16/08/1954;5:06.2;ARENE, Josette;FRA;;Marseille;FRA
LCM;4x100m medley;23;Women;27/11/1954;5:02.1;DE KORTE, Johanna Catharina;NED;;Rotterdam;NED
LCM;4x100m medley;23;Women;27/11/1954;5:02.1;BRUINS, Hendrika;NED;;Rotterdam;NED
LCM;4x100m medley;23;Women;27/11/1954;5:02.1;KOK, Mary;NED;;Rotterdam;NED
LCM;4x100m medley;23;Women;27/11/1954;5:02.1;WIELEMA, Geertje;NED;;Rotterdam;NED
LCM;4x100m medley;23;Women;17/07/1955;5:00.1;VAN ALPHEN, Jopie;NED;;Paris;FRA
LCM;4x100m medley;23;Women;17/07/1955;5:00.1;BRUINS, Hendrika;NED;;Paris;FRA
LCM;4x100m medley;23;Women;17/07/1955;5:00.1;VOORBIJ, Atie;NED;;Paris;FRA
LCM;4x100m medley;23;Women;17/07/1955;5:00.1;BALKENENDE, Hetty;NED;;Paris;FRA
LCM;4x100m medley;23;Women;03/09/1955;4:57.8;PAJOR, Eva;HUN;;Budapest;HUN
LCM;4x100m medley;23;Women;03/09/1955;4:57.8;SZEKELY, Eva;HUN;;Budapest;HUN
LCM;4x100m medley;23;Women;03/09/1955;4:57.8;SZEKELY, Rypszima;HUN;;Budapest;HUN
LCM;4x100m medley;23;Women;03/09/1955;4:57.8;SZOKE, Katalin;HUN;;Budapest;HUN
LCM;4x100m medley;23;Women;19/11/1956;4:54.3;DE NIJS, Lenie;NED;;Hilversum;NED
LCM;4x100m medley;23;Women;19/11/1956;4:54.3;KROON, Rita;NED;;Hilversum;NED
LCM;4x100m medley;23;Women;19/11/1956;4:54.3;VOORBIJ, Atie;NED;;Hilversum;NED
LCM;4x100m medley;23;Women;19/11/1956;4:54.3;KRAAN, Greetje;NED;;Hilversum;NED
LCM;4x100m medley;23;Women;08/12/1956;4:53.1;DE KORTE, Johanna Catharina;NED;;Zwolle;NED
LCM;4x100m medley;23;Women;08/12/1956;4:53.1;DEN HAAN, Ada;NED;;Zwolle;NED
LCM;4x100m medley;23;Women;08/12/1956;4:53.1;LAGERBERG, Tineke;NED;;Zwolle;NED
LCM;4x100m medley;23;Women;08/12/1956;4:53.1;GASTELAARS, Cocky;NED;;Zwolle;NED
LCM;4x100m medley;23;Women;18/05/1957;4:57.0;KRAAN, Greetje;NED;GBR v NED International;Blackpool, Lancashire, England;GBR
LCM;4x100m medley;23;Women;18/05/1957;4:57.0;DEN HAAN, Ada;NED;GBR v NED International;Blackpool, Lancashire, England;GBR
LCM;4x100m medley;23;Women;18/05/1957;4:57.0;VOORBIJ, Atie;NED;GBR v NED International;Blackpool, Lancashire, England;GBR
LCM;4x100m medley;23;Women;18/05/1957;4:57.0;GASTELAARS, Cocky;NED;GBR v NED International;Blackpool, Lancashire, England;GBR
LCM;4x100m medley;23;Women;25/07/1958;4:54.0;GRINHAM, Judith;GBR;British Empire & Commonwealth Games;Cardiff, Glamorgan, Wales;GBR
LCM;4x100m medley;23;Women;25/07/1958;4:54.0;LONSBROUGH, Anita;GBR;British Empire & Commonwealth Games;Cardiff, Glamorgan, Wales;GBR
LCM;4x100m medley;23;Women;25/07/1958;4:54.0;GOSDEN, Christine Loraine;GBR;British Empire & Commonwealth Games;Cardiff, Glamorgan, Wales;GBR
LCM;4x100m medley;23;Women;25/07/1958;4:54.0;WILKINSON, Diana;GBR;British Empire & Commonwealth Games;Cardiff, Glamorgan, Wales;GBR
LCM;4x100m medley;23;Women;05/09/1958;4:52.9;DE NIJS, Lenie;NED;European Championships;Budapest;HUN
LCM;4x100m medley;23;Women;05/09/1958;4:52.9;DEN HAAN, Ada;NED;European Championships;Budapest;HUN
LCM;4x100m medley;23;Women;05/09/1958;4:52.9;VOORBIJ, Atie;NED;European Championships;Budapest;HUN
LCM;4x100m medley;23;Women;05/09/1958;4:52.9;GASTELAARS, Cocky;NED;European Championships;Budapest;HUN
LCM;4x100m medley;23;Women;26/07/1959;4:51.5;VAN VELSEN, Ria;NED;NED v GBR International Meet;Waalwijk;NED
LCM;4x100m medley;23;Women;26/07/1959;4:51.5;DEN HAAN, Ada;NED;NED v GBR International Meet;Waalwijk;NED
LCM;4x100m medley;23;Women;26/07/1959;4:51.5;LAGERBERG, Tineke;NED;NED v GBR International Meet;Waalwijk;NED
LCM;4x100m medley;23;Women;26/07/1959;4:51.5;GASTELAARS, Cocky;NED;NED v GBR International Meet;Waalwijk;NED
LCM;4x100m medley;23;Women;06/09/1959;4:44.6;CONE, Carin;USA;Pan American Games;Chicago, Illinois;USA
LCM;4x100m medley;23;Women;06/09/1959;4:44.6;BANCROFT, Ann;USA;Pan American Games;Chicago, Illinois;USA
LCM;4x100m medley;23;Women;06/09/1959;4:44.6;COLLINS, Becky;USA;Pan American Games;Chicago, Illinois;USA
LCM;4x100m medley;23;Women;06/09/1959;4:44.6;VON SALTZA, Chris;USA;Pan American Games;Chicago, Illinois;USA
LCM;4x100m medley;23;Women;02/09/1960;4:41.1;BURKE, Lynn;USA;Olympic Games;Roma, Lazio;ITA
LCM;4x100m medley;23;Women;02/09/1960;4:41.1;KEMPNER, Patty;USA;Olympic Games;Roma, Lazio;ITA
LCM;4x100m medley;23;Women;02/09/1960;4:41.1;SCHULER, Carolyn;USA;Olympic Games;Roma, Lazio;ITA
LCM;4x100m medley;23;Women;02/09/1960;4:41.1;VON SALTZA, Chris;USA;Olympic Games;Roma, Lazio;ITA
LCM;4x100m medley;23;Women;23/08/1962;4:40.1;SCHMIDT, Ingrid;GDR;European Championships;Leipzig;GDR
LCM;4x100m medley;23;Women;23/08/1962;4:40.1;PECHSTEIN, Heidi;GDR;European Championships;Leipzig;GDR
LCM;4x100m medley;23;Women;23/08/1962;4:40.1;NOACK, Ute;GDR;European Championships;Leipzig;GDR
LCM;4x100m medley;23;Women;23/08/1962;4:40.1;GOBEL, Barbara;GDR;European Championships;Leipzig;GDR
LCM;4x100m medley;23;Women;28/06/1964;4:39.1;VAN VELSEN, Ria;NED;NED v GBR International Meet;Groningen;NED
LCM;4x100m medley;23;Women;28/06/1964;4:39.1;BIMOLT, Klenie;NED;NED v GBR International Meet;Groningen;NED
LCM;4x100m medley;23;Women;28/06/1964;4:39.1;KOK, Ada;NED;NED v GBR International Meet;Groningen;NED
LCM;4x100m medley;23;Women;28/06/1964;4:39.1;TERPSTRA, Erica;NED;NED v GBR International Meet;Groningen;NED
LCM;4x100m medley;23;Women;04/07/1964;4:38.1;DE VARONA, Donna;USA;AAU Championships;Los Altos, California;USA
LCM;4x100m medley;23;Women;04/07/1964;4:38.1;KOLB, Claudia;USA;AAU Championships;Los Altos, California;USA
LCM;4x100m medley;23;Women;04/07/1964;4:38.1;HAROUN, Judy;USA;AAU Championships;Los Altos, California;USA
LCM;4x100m medley;23;Women;04/07/1964;4:38.1;WATSON, Lillian Debra;USA;AAU Championships;Los Altos, California;USA
LCM;4x100m medley;23;Women;28/09/1964;4:34.6;FERGUSON, Cathy;USA;Pre-Olympic Meet;Los Angeles, California;USA
LCM;4x100m medley;23;Women;28/09/1964;4:34.6;GOYETTE, Cynthia;USA;Pre-Olympic Meet;Los Angeles, California;USA
LCM;4x100m medley;23;Women;28/09/1964;4:34.6;RANDALL, Martha;USA;Pre-Olympic Meet;Los Angeles, California;USA
LCM;4x100m medley;23;Women;28/09/1964;4:34.6;ELLIS, Kathleen;USA;Pre-Olympic Meet;Los Angeles, California;USA
LCM;4x100m medley;23;Women;18/10/1964;4:33.9;FERGUSON, Cathy;USA;Olympic Games;Tokyo;JPN
LCM;4x100m medley;23;Women;18/10/1964;4:33.9;GOYETTE, Cynthia;USA;Olympic Games;Tokyo;JPN
LCM;4x100m medley;23;Women;18/10/1964;4:33.9;STOUDER, Sharon;USA;Olympic Games;Tokyo;JPN
LCM;4x100m medley;23;Women;18/10/1964;4:33.9;ELLIS, Kathleen;USA;Olympic Games;Tokyo;JPN
LCM;4x100m medley;23;Women;30/07/1967;4:29.97;MOORE, Kendis;USA;Pan American Games;Winnipeg, Manitoba;CAN
LCM;4x100m medley;23;Women;30/07/1967;4:29.97;BALL, Catie;USA;Pan American Games;Winnipeg, Manitoba;CAN
LCM;4x100m medley;23;Women;30/07/1967;4:29.97;DANIEL, Ellie;USA;Pan American Games;Winnipeg, Manitoba;CAN
LCM;4x100m medley;23;Women;30/07/1967;4:29.97;FORDYCE, Wendy;USA;Pan American Games;Winnipeg, Manitoba;CAN
LCM;4x100m medley;23;Women;14/09/1968;4:28.1;HALL, Kaye;USA;Pre-Olympic Meet;Colorado Springs, Colorado;USA
LCM;4x100m medley;23;Women;14/09/1968;4:28.1;BALL, Catie;USA;Pre-Olympic Meet;Colorado Springs, Colorado;USA
LCM;4x100m medley;23;Women;14/09/1968;4:28.1;DANIEL, Ellie;USA;Pre-Olympic Meet;Colorado Springs, Colorado;USA
LCM;4x100m medley;23;Women;14/09/1968;4:28.1;PEDERSEN, Susan;USA;Pre-Olympic Meet;Colorado Springs, Colorado;USA
LCM;4x100m medley;23;Women;01/09/1970;4:27.4;ATWOOD, Sue;USA;;Tokyo;JPN
LCM;4x100m medley;23;Women;01/09/1970;4:27.4;BRECHT, Kim;USA;;Tokyo;JPN
LCM;4x100m medley;23;Women;01/09/1970;4:27.4;JONES, Alice;USA;;Tokyo;JPN
LCM;4x100m medley;23;Women;01/09/1970;4:27.4;SCHILLING, Cindy;USA;;Tokyo;JPN
LCM;4x100m medley;23;Women;11/09/1971;4:27.3;ATWOOD, Sue;USA;USA v URS v GBR Tri-Meet;Minsk, Belorussia;URS
LCM;4x100m medley;23;Women;11/09/1971;4:27.3;CLEVENGER, Claudia;USA;USA v URS v GBR Tri-Meet;Minsk, Belorussia;URS
LCM;4x100m medley;23;Women;11/09/1971;4:27.3;DANIEL, Ellie;USA;USA v URS v GBR Tri-Meet;Minsk, Belorussia;URS
